match_id,innings,over,striker_id,propensity,phase,striker_batting_position
M0004,1,8,Batter_023,0.179137281909145,middle,3
M0004,1,8,Batter_023,0.179137281909145,middle,3
M0004,1,8,Batter_023,0.492035298766313,middle,3
M0004,1,8,Batter_023,0.179137281909145,middle,3
M0004,1,8,Batter_023,0.179137281909145,middle,3
M0004,1,8,Batter_023,0.179137281909145,middle,3
M0004,1,9,Batter_003,0.507845716486275,middle,1
M0004,1,9,Batter_023,0.487038673422208,middle,3
M0004,1,9,Batter_003,0.507845716486275,middle,1
M0004,1,9,Batter_003,0.507845716486275,middle,1
M0004,1,9,Batter_003,0.766566184731729,middle,1
M0004,1,9,Batter_003,0.507845716486275,middle,1
M0004,1,10,Batter_023,0.34912473182877,middle,3
M0004,1,10,Batter_023,0.34912473182877,middle,3
M0004,1,10,Batter_023,0.138552397658003,middle,3
M0004,1,10,Batter_023,0.138552397658003,middle,3
M0004,1,10,Batter_023,0.34912473182877,middle,3
M0004,1,10,Batter_003,0.586941077852737,middle,1
M0004,1,11,Batter_023,0.134813888464462,middle,3
M0004,1,11,Batter_003,0.591538049892716,middle,1
M0004,1,11,Batter_003,0.789332307656572,middle,1
M0004,1,11,Batter_003,0.591538049892716,middle,1
M0004,1,11,Batter_003,0.591538049892716,middle,1
M0004,1,11,Batter_003,0.591538049892716,middle,1
M0004,1,12,Batter_003,0.52151167787482,middle,1
M0004,1,12,Batter_023,0.162725575481609,middle,3
M0004,1,12,Batter_023,0.468694130710377,middle,3
M0004,1,12,Batter_023,0.162725575481609,middle,3
M0004,1,12,Batter_023,0.162725575481609,middle,3
M0004,1,12,Batter_023,0.468694130710377,middle,3
M0004,1,13,Batter_003,0.862948117449758,middle,1
M0004,1,13,Batter_003,0.842428198121988,middle,1
M0004,1,14,Batter_003,0.528900235900221,middle,1
M0004,1,14,Batter_003,0.777228064657609,middle,1
M0004,1,14,Batter_003,0.777228064657609,middle,1
M0004,1,14,Batter_003,0.528900235900221,middle,1
M0004,1,14,Batter_003,0.777228064657609,middle,1
M0004,1,14,Batter_003,0.528900235900221,middle,1
M0004,1,15,Batter_003,0.68675222616913,death,1
M0005,1,0,Batter_020,0.566773791622389,powerplay,2
M0005,1,0,Batter_020,0.265976850005869,powerplay,2
M0005,1,0,Batter_020,0.566773791622389,powerplay,2
M0005,1,0,Batter_020,0.265976850005869,powerplay,2
M0005,1,0,Batter_020,0.265976850005869,powerplay,2
M0005,1,1,Batter_020,0.579532662785075,powerplay,2
M0005,1,1,Batter_020,0.0925871778805356,powerplay,2
M0005,1,2,Batter_020,0.522375934626378,powerplay,2
M0005,1,2,Batter_020,0.0929228088647556,powerplay,2
M0005,1,3,Batter_020,0.602235561397191,powerplay,2
M0005,1,3,Batter_020,0.602235561397191,powerplay,2
M0005,1,3,Batter_013,0.596770472382643,powerplay,3
M0005,1,3,Batter_013,0.589691117511207,powerplay,3
M0005,1,3,Batter_013,0.596770472382643,powerplay,3
M0005,1,3,Batter_013,0.589691117511207,powerplay,3
M0005,1,5,Batter_013,0.594800406479639,powerplay,3
M0005,1,5,Batter_013,0.615844015424608,powerplay,3
M0005,1,5,Batter_013,0.594800406479639,powerplay,3
M0005,1,5,Batter_013,0.594800406479639,powerplay,3
M0005,1,5,Batter_013,0.594800406479639,powerplay,3
M0005,1,5,Batter_013,0.615844015424608,powerplay,3
M0005,1,6,Batter_013,0.0979691873450013,middle,3
M0005,1,6,Batter_013,0.0979691873450013,middle,3
M0005,2,0,Batter_016,0.00289319329775776,powerplay,2
M0005,2,0,Batter_016,0.00289319329775776,powerplay,2
M0005,2,0,Batter_016,0.00289319329775776,powerplay,2
M0005,2,1,Batter_016,0.134361814104473,powerplay,2
M0005,2,1,Batter_016,0.439357718312988,powerplay,2
M0005,2,1,Batter_016,0.439357718312988,powerplay,2
M0005,2,1,Batter_016,0.439357718312988,powerplay,2
M0005,2,1,Batter_016,0.134361814104473,powerplay,2
M0005,2,1,Batter_016,0.134361814104473,powerplay,2
M0005,2,2,Batter_016,0.109388280949048,powerplay,2
M0005,2,2,Batter_016,0.109388280949048,powerplay,2
M0005,2,2,Batter_016,0.109388280949048,powerplay,2
M0005,2,2,Batter_016,0.308174283165071,powerplay,2
M0005,2,2,Batter_035,0.181392877383662,powerplay,3
M0005,2,2,Batter_035,0.125467617243426,powerplay,3
M0005,2,3,Batter_016,0.313993037725791,powerplay,2
M0005,2,3,Batter_016,0.313993037725791,powerplay,2
M0005,2,3,Batter_010,0.285822610024821,powerplay,4
M0005,2,3,Batter_010,0.0682027488523485,powerplay,4
M0005,2,3,Batter_035,0.137821987338626,powerplay,3
M0005,2,3,Batter_035,0.215397517807301,powerplay,3
M0005,2,4,Batter_010,0.426280671163415,powerplay,4
M0005,2,4,Batter_010,0.0611006415857277,powerplay,4
M0005,2,4,Batter_010,0.0611006415857277,powerplay,4
M0005,2,4,Batter_010,0.0611006415857277,powerplay,4
M0005,2,4,Batter_035,0.125756589541031,powerplay,3
M0005,2,4,Batter_035,0.124112991704849,powerplay,3
M0005,2,5,Batter_010,0.124059437351863,powerplay,4
M0005,2,5,Batter_035,0.340939941942438,powerplay,3
M0005,2,5,Batter_035,0.340939941942438,powerplay,3
M0005,2,5,Batter_035,0.517209027598343,powerplay,3
M0005,2,5,Batter_035,0.517209027598343,powerplay,3
M0005,2,5,Batter_035,0.517209027598343,powerplay,3
M0005,2,6,Batter_010,0.211039119684564,middle,4
M0005,2,6,Batter_035,0.595793539957926,middle,3
M0005,2,6,Batter_035,0.459139063823481,middle,3
M0005,2,6,Batter_035,0.595793539957926,middle,3
M0005,2,6,Batter_035,0.595793539957926,middle,3
M0005,2,6,Batter_035,0.595793539957926,middle,3
M0005,2,7,Batter_010,0.171054154750669,middle,4
M0005,2,7,Batter_035,0.483337034022138,middle,3
M0005,2,7,Batter_035,0.619709199473783,middle,3
M0005,2,7,Batter_035,0.483337034022138,middle,3
M0005,2,7,Batter_035,0.483337034022138,middle,3
M0005,2,7,Batter_010,0.171054154750669,middle,4
M0005,2,8,Batter_035,0.305495582507116,middle,3
M0006,1,0,Batter_025,0.433744870712953,powerplay,1
M0006,1,0,Batter_033,0.00210876246949952,powerplay,2
M0006,1,0,Batter_033,0.00210876246949952,powerplay,2
M0006,1,0,Batter_033,0.00210876246949952,powerplay,2
M0006,1,0,Batter_025,0.433744870712953,powerplay,1
M0006,1,1,Batter_025,0.812384904826747,powerplay,1
M0006,1,1,Batter_025,0.812384904826747,powerplay,1
M0006,1,1,Batter_025,0.87949667084883,powerplay,1
M0006,1,1,Batter_025,0.812384904826747,powerplay,1
M0006,1,1,Batter_025,0.87949667084883,powerplay,1
M0006,1,2,Batter_025,0.787391996626413,powerplay,1
M0006,1,3,Batter_025,0.751985429481973,powerplay,1
M0006,1,3,Batter_025,0.751985429481973,powerplay,1
M0006,1,3,Batter_025,0.767167584905425,powerplay,1
M0006,1,4,Batter_025,0.805282580685535,powerplay,1
M0006,1,4,Batter_025,0.87854099249376,powerplay,1
M0006,1,4,Batter_025,0.87854099249376,powerplay,1
M0006,1,4,Batter_025,0.805282580685535,powerplay,1
M0006,1,4,Batter_025,0.805282580685535,powerplay,1
M0006,1,5,Batter_025,0.751789893245457,powerplay,1
M0006,1,5,Batter_025,0.476151620077014,powerplay,1
M0006,1,5,Batter_025,0.751789893245457,powerplay,1
M0006,1,5,Batter_025,0.476151620077014,powerplay,1
M0006,1,6,Batter_025,0.690760734475668,middle,1
M0006,1,6,Batter_025,0.690760734475668,middle,1
M0006,1,6,Batter_025,0.690760734475668,middle,1
M0006,1,6,Batter_025,0.690760734475668,middle,1
M0006,1,6,Batter_025,0.650011131435361,middle,1
M0006,1,6,Batter_025,0.650011131435361,middle,1
M0006,1,7,Batter_030,0.290821163674341,middle,4
M0006,1,7,Batter_030,0.290821163674341,middle,4
M0006,1,8,Batter_030,0.626413239274896,middle,4
M0006,1,8,Batter_030,0.28409214710279,middle,4
M0006,1,8,Batter_030,0.28409214710279,middle,4
M0006,1,8,Batter_030,0.28409214710279,middle,4
M0006,2,0,Batter_023,0.199073541348231,powerplay,1
M0006,2,0,Batter_023,0.211425646104718,powerplay,1
M0006,2,0,Batter_003,0.181942992512258,powerplay,2
M0006,2,0,Batter_023,0.211425646104718,powerplay,1
M0006,2,0,Batter_023,0.199073541348231,powerplay,1
M0006,2,0,Batter_003,0.181942992512258,powerplay,2
M0006,2,1,Batter_023,0.0221738776399573,powerplay,1
M0006,2,1,Batter_003,0.198662336619739,powerplay,2
M0006,2,1,Batter_003,0.194592469810977,powerplay,2
M0006,2,1,Batter_003,0.194592469810977,powerplay,2
M0006,2,1,Batter_023,0.0221738776399573,powerplay,1
M0006,2,1,Batter_003,0.198662336619739,powerplay,2
M0006,2,2,Batter_023,0.178743445124209,powerplay,1
